restaurant_name,online_order,book_table,rating,votes,location,cuisines,cost_per_person,restaurant_type
Empire Restaurant,Yes,No,4.1,6914,Koramangala 5th Block,"North Indian, Mughlai, South Indian, Chinese",375,Buffet
Magnolia,Yes,Yes,4.1,673,Koramangala 3rd Block,"Chinese, Thai, Asian",450,Buffet
Hunan,No,Yes,4.3,2245,Koramangala 5th Block,"Chinese, Thai, Momos",550,Buffet
Tangerine - Davanam Sarovar Portico Suites,Yes,Yes,4,150,Koramangala 2nd Block,"Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese",550,Buffet
Oye Amritsar,Yes,Yes,4,1863,Koramangala 6th Block,North Indian,300,Buffet
The Flying Trapeze,No,Yes,3.700497969,0,Koramangala 5th Block,"North Indian, Continental, Chinese",750,Buffet
China Bowl,Yes,No,3.9,455,Koramangala 6th Block,Chinese,500,Buffet
Over The Top Terrace Lounge,No,Yes,3.9,1389,Koramangala 5th Block,"Continental, North Indian",700,Buffet
Naati Manae,Yes,Yes,3.9,484,Koramangala 5th Block,"North Indian, South Indian, Chinese, Biryani",350,Buffet
Saara's Cafe - SS Lumina Hotel,No,Yes,4.2,117,Koramangala 7th Block,"North Indian, South Indian, Chinese, Arabian",400,Buffet
12th Main - Grand Mercure,No,Yes,4.1,354,Koramangala 3rd Block,"European, Asian",1000,Buffet
Saara's Grill n Spice - SS Lumina Hotel,No,Yes,4.3,104,Koramangala 7th Block,"North Indian, Arabian, Beverages",500,Buffet
Embers - Nandhana Grand Hotel,No,No,3.8,38,Koramangala 6th Block,"North Indian, South Indian, Thai, Chinese, Continental",450,Buffet
Urban Spoon Buffet Restaurant,No,Yes,3.5,32,Koramangala 5th Block,"North Indian, Chinese",500,Buffet
Ministry of Food - Hilton Bangalore Embassy GolfLinks,No,Yes,4.2,468,Domlur,"North Indian, Asian, South Indian, Italian, European",1500,Buffet
Kitchen On Table,Yes,No,4.3,791,HSR,"BBQ, Chinese, Japanese, Asian",500,Buffet
Bonum cibum,Yes,No,4.5,217,HSR,"Lebanese, Turkish",600,Buffet
Sidewalk Cafe & Bar - The Paul Bangalore,Yes,Yes,4.2,217,Domlur,"European, Italian, Asian",750,Buffet
Savoury Restaurant,Yes,No,3.9,421,BTM,"Arabian, North Indian, Chinese, Fast Food",400,Buffet
Shri Madhuram,No,No,3.9,371,HSR,"South Indian, North Indian",200,Buffet
Howrah Bridge,Yes,No,3.3,292,HSR,"Bengali, Seafood",300,Buffet
Atithi,Yes,Yes,3.9,224,HSR,"North Indian, Chinese, Street Food",400,Buffet
Avanti Indian Barbeque & Grill,No,No,3.4,46,Domlur,North Indian,550,Buffet
SSignature,No,No,3.700497969,0,HSR,"North Indian, South Indian, Chinese",400,Buffet
Mr. Beans - Home Cafe,Yes,Yes,4.2,2714,Koramangala 3rd Block,"Cafe, Continental, Italian",500,Cafes
Enerjuvate Studio & Cafe,No,Yes,4.4,467,Koramangala 4th Block,"Cafe, Continental, Healthy Food, Sandwich, Pizza, Desserts, Beverages",400,Cafes
The Hole in the Wall Cafe,No,No,4.6,7113,Koramangala 4th Block,"Cafe, American, Burger",300,Cafes
Onesta,Yes,Yes,4.4,9064,Koramangala 4th Block,"Pizza, Cafe, Italian",300,Cafes
Third Wave Coffee Roasters,No,No,4.4,1224,Koramangala 4th Block,"Cafe, Continental, Desserts",400,Cafes
Dialogues,No,No,4.1,314,Koramangala 4th Block,"Cafe, Continental",300,Cafes
Stoked!,No,No,4.3,294,Koramangala 4th Block,"Cafe, Italian, Pizza",425,Cafes
Attic Lounge,Yes,Yes,4,1236,Koramangala 4th Block,Cafe,350,Cafes
Qube Cafe,Yes,No,4.2,168,Koramangala 4th Block,"Cafe, Desserts",350,Cafes
Terra Bites,Yes,No,4.1,65,Koramangala 4th Block,"Cafe, Italian, Continental",350,Cafes
Smise,Yes,Yes,4,1208,Koramangala 4th Block,"Cafe, Continental, Italian, Burger, Pizza",325,Cafes
Cafe Coffee Day The Lounge,Yes,No,3.6,76,Koramangala 4th Block,"Cafe, Fast Food",325,Cafes
Costa Coffee,No,No,4,236,Koramangala 4th Block,"Cafe, Fast Food",250,Cafes
Hungry Travellers Cafe,No,No,3.8,27,Koramangala 4th Block,Cafe,225,Cafes
Barista,No,No,3.6,36,Koramangala 4th Block,Cafe,150,Cafes
G Resto Cafe,No,No,3.3,4,Koramangala 4th Block,"Cafe, Fast Food, Beverages",200,Cafes
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© S,No,No,3.2,4,Koramangala 4th Block,"Cafe, American, European",300,Cafes
Oregano Pizzeria,Yes,No,3.7,52,Koramangala 4th Block,"Cafe, Italian, Pizza",225,Cafes
Truffles,No,No,4.7,14690,Koramangala 5th Block,"Cafe, American, Burger, Steak",450,Cafes
Dyu Art Cafe,No,No,4.5,3838,Koramangala 5th Block,"Cafe, Italian, Fast Food",400,Cafes
Om Made Cafe,No,No,4.1,2730,Koramangala 5th Block,"Cafe, Continental, European, Juices",650,Cafes
Zee5 Loft,Yes,No,4.4,360,Koramangala 6th Block,"Cafe, North Indian, Pizza, Sandwich, Salad",250,Cafes
Blue Tokai Coffee Roasters,Yes,No,4,67,Koramangala 8th Block,"Cafe, Coffee",200,Cafes
Sixth Avenue Cafe And Patisserie,No,No,4.4,168,Koramangala 5th Block,"Cafe, Italian, Desserts",300,Cafes
A Hole Lotta Love Cafe,Yes,No,4.4,2867,Koramangala 5th Block,"Cafe, American, Burger, Sandwich, Beverages",300,Cafes
Bistro Claytopia,Yes,Yes,4.1,1850,Koramangala 1st Block,"Cafe, American, Italian, Burger",300,Cafes
Dice N Dine,Yes,Yes,4.3,1804,Koramangala 5th Block,"Continental, Cafe, Italian, Fast Food, Steak",450,Cafes
Stoner,Yes,No,4.5,2611,Koramangala 5th Block,"Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",250,Cafes
Cafe Thulp,Yes,No,4.1,3007,Koramangala 1st Block,"Cafe, Burger, Italian, Salad",500,Cafes
Bearfoot Cafe,Yes,No,4.2,174,Koramangala 6th Block,Cafe,300,Cafes
YORK St.,Yes,No,4.4,946,Koramangala 5th Block,"Cafe, European, Continental",450,Cafes
Roundup Cafe,Yes,Yes,4.2,493,Koramangala 5th Block,"Cafe, Continental, Beverages",400,Cafes
Hungry Hippie,No,Yes,4.3,1469,Koramangala 5th Block,"Cafe, Continental, Italian, Burger",400,Cafes
Market Table,No,Yes,4.5,548,Koramangala 5th Block,"Cafe, Continental, Mediterranean, Beverages",450,Cafes
Mimansa @ Foxtrot,Yes,Yes,4.4,191,Koramangala 3rd Block,Cafe,500,Cafes
Nuts Over Salads Cafe,Yes,Yes,4.4,204,Koramangala 5th Block,"Cafe, Salad",400,Cafes
Bundar,No,No,4.1,2448,Koramangala 6th Block,"Cafe, Burger, Fast Food, Desserts",350,Cafes
Lot Like Crepes,Yes,No,4.6,1026,Koramangala 7th Block,"Cafe, Desserts, Continental",275,Cafes
Starbucks,No,No,4.2,1358,Koramangala 7th Block,"Cafe, Desserts",350,Cafes
Cafe D'hide,Yes,Yes,4.2,872,Koramangala 5th Block,"Cafe, American, Continental, Italian",300,Cafes
Gudguda Prime Cafe,No,Yes,4.2,815,Koramangala 6th Block,"Cafe, Continental, Chinese, Italian",400,Cafes
Cafe Terra,Yes,No,4.1,778,Koramangala 1st Block,"Cafe, Continental",350,Cafes
Cafe Medley,Yes,No,4.2,1063,Koramangala 5th Block,"Cafe, Continental, Burger",400,Cafes
99 Pancakes,Yes,No,4.5,341,Koramangala 5th Block,"Desserts, Cafe",150,Cafes
Waffle Magic,Yes,No,4.1,86,Koramangala 6th Block,"Cafe, Desserts",350,Cafes
154 Breakfast Club,Yes,Yes,4,1513,Koramangala 3rd Block,"Cafe, Continental",450,Cafes
The Vacationer's Cafe,Yes,No,4.1,306,Koramangala 7th Block,"Cafe, Continental, Mexican",300,Cafes
Bistro Oui,Yes,Yes,4.1,402,Koramangala 5th Block,"Cafe, Continental, Salad, Steak",600,Cafes
Cafe Graffiters,Yes,No,3.8,22,Koramangala 5th Block,"Cafe, Continental, Beverages",300,Cafes
The Yellow Tuk-Tuk Cafe,Yes,No,3.6,16,Koramangala 5th Block,"Cafe, Continental, Beverages",250,Cafes
Kargeens,Yes,No,4.1,991,Koramangala 6th Block,"Cafe, Continental, Italian",300,Cafes
Smally's Resto Cafe,Yes,Yes,4.2,1701,Koramangala 5th Block,"Cafe, Italian, Burger, American, Steak",325,Cafes
Mustard Cafe,Yes,No,4.1,889,Koramangala 3rd Block,"Cafe, Continental, Burger, Salad, Healthy Food, Italian",400,Cafes
White Fog,No,No,3.700497969,0,Koramangala 6th Block,"Cafe, Italian, Fast Food",400,Cafes
Fabindia Cafe,No,No,4.2,224,Koramangala 2nd Block,"Cafe, Street Food",100,Cafes
Fresh Pressery Cafe,Yes,No,4.1,138,Koramangala 5th Block,"Cafe, Healthy Food, Salad, Beverages, Desserts",600,Cafes
Smoor,Yes,No,4.2,100,Koramangala 7th Block,"Desserts, Cafe, Beverages",450,Cafes
Tata Cha,Yes,No,3.7,31,Koramangala 7th Block,"Cafe, Tea, North Indian",250,Cafes
Vitamin Palace,No,No,4.1,172,Koramangala 7th Block,"Cafe, Beverages, Healthy Food, Juices",325,Cafes
TRIGEREATO,Yes,Yes,4.4,102,Koramangala 8th Block,"Cafe, Continental, Beverages",350,Cafes
The Yogisthaan Cafe,Yes,No,4.1,62,Koramangala 2nd Block,"Cafe, Healthy Food, Salad, Beverages",300,Cafes
Maxpresso,No,No,4.1,324,Koramangala 7th Block,"Cafe, American, Italian, Beverages",350,Cafes
Chai Galli,Yes,No,4.3,480,Koramangala 5th Block,"Cafe, Tea, Street Food",225,Cafes
Kalmane Koffees,No,No,4.1,367,Koramangala 7th Block,Cafe,175,Cafes
Lakeview Milkbar,No,No,3.8,289,Koramangala 8th Block,"Desserts, Cafe, Fast Food",250,Cafes
Biggies Burger 'n' More,Yes,No,3.7,107,Koramangala 6th Block,"Cafe, Burger, Fast Food",200,Cafes
Cafemoto,Yes,No,4,201,Koramangala 5th Block,"Cafe, Continental, Italian, Burger",400,Cafes
Breaktime Brew,Yes,No,3.7,24,Koramangala 7th Block,Cafe,275,Cafes
WTF,Yes,No,4.1,93,Koramangala 5th Block,"Cafe, Continental",300,Cafes
The Chocolate Room,No,No,3.8,63,Koramangala 7th Block,"Cafe, Desserts, Bakery",300,Cafes
Chill-Um Cafe,Yes,Yes,4.1,152,Koramangala 6th Block,"Cafe, Chinese, Continental",300,Cafes
Entropy Cafe,Yes,No,4.1,506,Koramangala 6th Block,"Cafe, Chinese, Pizza, North Indian, Burger",300,Cafes
Bun Town,Yes,No,3.8,22,Koramangala 5th Block,"Cafe, Bakery",250,Cafes
Billionaires Cafe,No,No,3.8,47,Koramangala 5th Block,"Cafe, Italian",300,Cafes
Dhuaan,No,No,4.2,130,Koramangala 5th Block,"Cafe, Continental",400,Cafes
Cafe On The Way,Yes,No,4,275,Koramangala 3rd Block,Cafe,250,Cafes
Tattva Cafe,No,No,2.8,227,Koramangala 6th Block,Cafe,225,Cafes
Loca Moca,No,No,3.7,46,Koramangala 1st Block,"Cafe, Continental",300,Cafes
Fetchpod Cafe,No,No,2.9,12,Koramangala 6th Block,"Cafe, North Indian, Chinese, Continental",250,Cafes
Om's Cafe Prana,No,No,3.6,16,Koramangala 7th Block,"Cafe, Fast Food",150,Cafes
M World Cafe,Yes,No,3.5,14,Koramangala 1st Block,Cafe,250,Cafes
Chaai Resto,No,No,3.6,54,Koramangala 6th Block,"Tea, Beverages, Fast Food",125,Cafes
The Eatery Cafe and Restaurant,No,No,3.700497969,0,Koramangala 7th Block,"Cafe, Continental",250,Cafes
Smack Cafe,No,No,3.700497969,0,Koramangala 1st Block,Cafe,200,Cafes
Tella Tales,Yes,No,4.2,414,Koramangala 5th Block,"Cafe, Desserts, Beverages",350,Cafes
On The Nose,Yes,No,2.7,26,Koramangala 5th Block,"Cafe, Italian, Mexican, Chinese",300,Cafes
Dreams Cafe - All Day English Food St.,Yes,No,3.8,231,Koramangala 1st Block,"Cafe, Continental, Burger",300,Cafes
Dipd N Chocolate,Yes,No,3.700497969,0,Koramangala 7th Block,"Cafe, Desserts",150,Cafes
Loveshack,No,Yes,4,1755,Domlur,"Continental, Pizza, North Indian, Goan, Burger, Cafe",800,Cafes
Here & Now,No,No,4.6,1587,HSR,"Cafe, American, Burger, Beverages",375,Cafes
Mudpipe Cafe,Yes,Yes,4.5,1880,BTM,"Cafe, Continental, Burger",450,Cafes
Sector 7 CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,4.3,1101,HSR,"Cafe, Continental, Pizza, Salad",350,Cafes
Blk Plus Wht,No,No,4.3,128,HSR,"Asian, Thai, North Indian",400,Cafes
Canopy Flavours,No,No,2.6,49,HSR,"Cafe, Fast Food",225,Cafes
Burger Garden,Yes,No,3.4,7,South Bangalore,"Fast Food, Burger, Desserts, Cafe",150,Cafes
Bakers Town,Yes,No,3.6,42,BTM,"Cafe, Continental, Fast Food",300,Cafes
Chillout,Yes,No,3.700497969,0,BTM,"Burger, Cafe, Pizza, Beverages",100,Cafes
5th Main Cafe,No,No,3.5,15,HSR,"Cafe, Fast Food",125,Cafes
Foodiesthan,Yes,No,3.7,59,HSR,"Cafe, Fast Food, North Indian",300,Cafes
VegiGate,No,No,3.700497969,0,Sarjapur Road,"Cafe, Chinese",250,Cafes
De Street Cafe,No,No,3.6,61,BTM,Cafe,250,Cafes
Cafe Hush,No,No,3.6,22,BTM,"Cafe, Fast Food",250,Cafes
Cafe Velvette,No,No,3.5,11,Domlur,"Cafe, American, Italian, Continental",200,Cafes
Shake Tat Bottle,Yes,No,3.3,5,BTM,Beverages,100,Cafes
Granos De Cafe,No,No,3.7,31,BTM,"Cafe, Beverages",250,Cafes
Cafe 221B,Yes,Yes,3.7,49,BTM,"Cafe, Beverages",150,Cafes
eat.fit,Yes,No,4.6,1189,BTM,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",250,Delivery
Swadista Aahar,Yes,No,4.2,787,BTM,"South Indian, North Indian, Chinese, Street Food",150,Delivery
Fish Chain,Yes,No,4,58,HSR,"Seafood, BBQ, Biryani",125,Delivery
Sai Abhiruchi,Yes,No,3.8,339,BTM,"Andhra, North Indian, Biryani",400,Delivery
FreshMenu,Yes,No,3.9,584,Koramangala,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",225,Delivery
The Paratha Company,Yes,No,4.3,169,HSR,North Indian,200,Delivery
Fattoush,Yes,No,4.2,1285,BTM,"Arabian, Mughlai, Biryani, North Indian, Chinese, Seafood",450,Delivery
New Tasty Cafeteria,Yes,No,3.8,376,BTM,"North Indian, Kerala",250,Delivery
Capsicum Family Restaurant,Yes,No,3.8,256,BTM,"Biryani, North Indian",400,Delivery
Shiv Shakthi,Yes,No,4,176,HSR,"Street Food, North Indian",50,Delivery
La Pino'z Pizza,Yes,No,4.1,499,Koramangala 4th Block,"Italian, Pizza, Beverages",300,Delivery
Shanmukha,Yes,No,4,992,HSR,"Biryani, Andhra, North Indian, Chinese",400,Delivery
Sri Ganesh Juice Junction,Yes,No,3.7,129,Koramangala 8th Block,"Juices, Fast Food",75,Delivery
Gogula's Sweets & Chats,Yes,No,4,206,BTM,"Mithai, Street Food, Fast Food",100,Delivery
Chettayees,Yes,No,3.4,152,BTM,"Kerala, North Indian, Chinese",200,Delivery
Sardarji Londonwaley,Yes,No,4.1,319,Koramangala 1st Block,North Indian,225,Delivery
Leon Grill,Yes,No,4.3,168,Koramangala 5th Block,"Burger, Fast Food",250,Delivery
Easy Bites,Yes,No,3.9,46,HSR,"Fast Food, Sandwich",150,Delivery
Khatta Meetha Teekha,Yes,No,4.2,190,Koramangala 6th Block,"Street Food, North Indian, Mithai, Chinese, Beverages",150,Delivery
Chaat Street,Yes,No,4,293,Koramangala 6th Block,"Street Food, North Indian",125,Delivery
XO Belgian Waffle,Yes,No,4.5,558,BTM,"Desserts, Beverages",200,Delivery
Truly Punjab,Yes,No,4.2,385,Koramangala 1st Block,"North Indian, Biryani",250,Delivery
BOX8- Desi Meals,Yes,No,4.2,462,HSR,"North Indian, Mughlai, Fast Food",250,Delivery
Kannur Food Point,Yes,No,3.7,216,BTM,"Kerala, Chinese",100,Delivery
Burger King,Yes,No,4.1,357,HSR,"Burger, Fast Food, Beverages",300,Delivery
Kullad Cafe,Yes,No,3.9,331,BTM,"North Indian, Cafe, Fast Food, Beverages",100,Delivery
CakeZone,Yes,No,4.1,16,BTM,"Bakery, Desserts",100,Delivery
Bhojohori Manna,Yes,No,4.1,1959,Koramangala 6th Block,"Bengali, Mughlai",325,Delivery
Abhiruchi Hotel,Yes,No,3.5,738,BTM,"Andhra, Biryani, Chinese, North Indian, Seafood, South Indian",300,Delivery
Cake Box,Yes,No,3.5,98,Koramangala 8th Block,"Bakery, Desserts",200,Delivery
Delhi Food Point,Yes,No,3.3,910,Koramangala 1st Block,"North Indian, Beverages",125,Delivery
Sri Ganesh Juice Junction,Yes,No,4.1,212,Koramangala 8th Block,"Beverages, Juices, Fast Food",75,Delivery
Momoz,No,No,3.9,626,Koramangala 5th Block,"Chinese, Momos",300,Delivery
Al-Bek,Yes,No,3.6,137,HSR,"Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",150,Delivery
Aligarh House,Yes,No,4.4,102,Koramangala,"North Indian, Biryani, Awadhi, Mughlai",200,Delivery
Hotel Manu,Yes,No,3.9,341,HSR,"South Indian, Kerala, Chinese, North Indian",200,Delivery
Biryanis And More,Yes,No,3.700497969,0,Koramangala 5th Block,"Biryani, North Indian, Chinese, Andhra, South Indian",375,Delivery
Just Shawarma,Yes,No,4,412,Koramangala 5th Block,Arabian,150,Delivery
Kota Kachori,Yes,No,4.3,3614,Koramangala 6th Block,"Street Food, Desserts, North Indian, Mithai, Rajasthani",200,Delivery
Sagar Fast Food,Yes,No,4,138,Koramangala 8th Block,"South Indian, North Indian, Street Food, Chinese",125,Delivery
Kitchens@BTM,Yes,No,3.9,225,BTM,"Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",200,Delivery
MRA,Yes,No,3.7,25,HSR,Bakery,100,Delivery
Hatti Punjab Di,Yes,No,3.9,229,Koramangala 1st Block,"North Indian, Chinese",125,Delivery
Kerala Pavilion,Yes,No,3.9,303,Domlur,"Kerala, South Indian, Seafood, Biryani",150,Delivery
Wok Paper Scissors,Yes,No,4.3,1588,Koramangala 5th Block,"Asian, Malaysian, Chinese, Thai, Momos",275,Delivery
Corner House Ice Cream,Yes,No,4.6,277,Koramangala 5th Block,"Ice Cream, Desserts",200,Delivery
Roti Wala,Yes,No,4.1,200,BTM,North Indian,150,Delivery
Taco Bell,Yes,No,4.1,1962,Koramangala 6th Block,"Mexican, American, Fast Food",300,Delivery
Empire Restaurant,Yes,No,4,88,HSR,"Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",200,Delivery
Golden Restaurant,Yes,Yes,3.4,411,HSR,"North Indian, Mughlai",375,Delivery
Ambur Biryani Point,Yes,No,4.2,426,Koramangala 1st Block,"Biryani, Kebab",125,Delivery
Apna Punjab,Yes,No,3.7,477,BTM,"North Indian, Chinese, Fast Food",225,Delivery
Onesta,Yes,Yes,4.4,3766,HSR,"Pizza, Cafe, Italian",300,Delivery
Five Star Chicken,Yes,No,3.7,82,HSR,"Fast Food, Burger",150,Delivery
30 Square,Yes,No,4.2,556,Koramangala 5th Block,"Tibetan, Nepalese, Momos",200,Delivery
Biryani Pot,Yes,No,3.8,1076,BTM,Biryani,250,Delivery
Poha House,Yes,No,3.6,10,BTM,Maharashtrian,100,Delivery
A2B - Adyar Ananda Bhavan,Yes,No,4.1,41,HSR,"South Indian, North Indian, Chinese, Street Food",100,Delivery
Subway,Yes,No,3.1,382,HSR,"Salad, Fast Food",300,Delivery
Muthashy's,Yes,No,4.2,467,BTM,"Kerala, South Indian, Chinese",200,Delivery
Kolkata Rolls & Fast Food,Yes,No,3.5,142,HSR,"Rolls, Fast Food",100,Delivery
The Good Bowl,Yes,No,3.7,13,HSR,"Italian, North Indian, Biryani",250,Delivery
Vegetarea,Yes,No,3.8,40,BTM,South Indian,125,Delivery
Namma Biriyani,Yes,No,3.7,15,Koramangala 5th Block,"Biryani, Chinese, North Indian",125,Delivery
Priya Juice & Snacks,Yes,No,3.7,75,HSR,"Beverages, Juices",100,Delivery
Dum Biryani Hub,Yes,No,3.9,65,BTM,Biryani,350,Delivery
Madeena Hotel,Yes,No,3.9,89,Koramangala 5th Block,"North Indian, Mughlai, Biryani",200,Delivery
Ilyazsab The House Of Chicken,Yes,No,4,119,BTM,"Rolls, Kebab",125,Delivery
Swad Punjab Da,Yes,No,4.1,130,BTM,North Indian,75,Delivery
Pizza Hut,Yes,No,3.9,490,Koramangala 6th Block,"Pizza, Fast Food",375,Delivery
New Punjabi Dhaba,Yes,No,3.9,783,HSR,"North Indian, Chinese",150,Delivery
Chai Point,Yes,No,4,317,HSR,"Tea, Beverages, Fast Food",125,Delivery
KFC,Yes,No,3.7,646,HSR,"Burger, Fast Food",200,Delivery
Punjabi Dhaba,Yes,No,3.4,355,Ejipura,North Indian,175,Delivery
Shree Muthahalli Veg,Yes,No,4.2,848,HSR,"South Indian, North Indian, Chinese, Juices, Ice Cream",150,Delivery
Anand Sweets And Savouries,Yes,No,4.2,1076,Koramangala 5th Block,"Mithai, Street Food",200,Delivery
Beijing Bites,Yes,No,3.3,16,HSR,"Chinese, Thai, Momos",200,Delivery
Maa Bhook Lagi,Yes,No,3.9,297,Koramangala 4th Block,North Indian,200,Delivery
Juice Shop,Yes,No,3.7,16,HSR,"Juices, Beverages, Ice Cream",75,Delivery
Gangothri Veg Restaurant,Yes,No,3.7,93,Koramangala 6th Block,"North Indian, South Indian, Chinese",150,Delivery
Vegan Heat,Yes,No,4.1,314,Koramangala 1st Block,"Healthy Food, Salad",325,Delivery
Bihar Ki Shan,Yes,No,3.8,348,HSR,North Indian,150,Delivery
Chicken Corner,Yes,No,3.7,25,BTM,"Biryani, North Indian, Fast Food, Chinese",200,Delivery
Shaadi Ki Biryani,Yes,No,2.9,18,HSR,"Biryani, Charcoal Chicken",300,Delivery
Savoury Restaurant,Yes,No,3.9,421,BTM,"Arabian, North Indian, Chinese, Fast Food",400,Delivery
Royal Biryani Kitchen,Yes,No,3.9,189,BTM,"Biryani, North Indian, Kebab",300,Delivery
Sangam Sweets,Yes,No,3.9,148,HSR,"Mithai, Street Food",100,Delivery
Al Daaz,Yes,No,4.2,592,HSR,"North Indian, Continental, BBQ",275,Delivery
Swathi Restaurant,Yes,No,3.700497969,0,HSR,"Andhra, North Indian, Chinese",200,Delivery
99 Variety Dosa and Pav Bhaji,Yes,No,4,101,HSR,"South Indian, North Indian, Street Food",125,Delivery
Kaaram,Yes,No,3.9,325,Koramangala 6th Block,"Andhra, Biryani",250,Delivery
Warm Oven,Yes,No,4.3,891,Domlur,"Bakery, Desserts",250,Delivery
Sulemani Chichas,Yes,No,4.1,360,Koramangala 5th Block,"Biryani, Hyderabadi, Kebab",200,Delivery
DVG Benne Dosa,Yes,No,4.1,29,Domlur,South Indian,75,Delivery
A 1 Pizza and Food,Yes,No,2.8,213,Old Airport Road,"Pizza, Chinese, North Indian",150,Delivery
Punjabites,Yes,No,3.9,9,HSR,"North Indian, Charcoal Chicken",200,Delivery
Mad Over Donuts,Yes,No,4.2,703,Koramangala 7th Block,"Bakery, Desserts, Beverages",225,Delivery
Behrouz Biryani,Yes,No,4,357,Koramangala 8th Block,Biryani,325,Delivery
OMG Biriyani,Yes,No,3.4,16,BTM,"Biryani, Andhra, Chinese",300,Delivery
The Biriyani Pedia,Yes,No,3.9,57,BTM,"Biryani, North Indian",150,Delivery
Sri Punjabi Dhaba,Yes,No,3.3,49,BTM,North Indian,200,Delivery
Nandhanam Restaurant,Yes,No,3.8,7,HSR,"South Indian, Kerala",150,Delivery
New Mahesh Friends Food Corner,Yes,No,3.2,52,BTM,"North Indian, Chinese",150,Delivery
Hotel Salam,Yes,No,4.1,129,HSR,"North Indian, Chinese, Biryani",200,Delivery
Polar Bear,Yes,No,4.1,71,HSR,"Ice Cream, Desserts, Beverages, Sandwich",200,Delivery
Kanti Sweets,Yes,No,4.1,113,BTM,"Mithai, Street Food",200,Delivery
South Tiffins,Yes,No,3.6,144,HSR,South Indian,75,Delivery
Hari Super Sandwich,Yes,No,4,16,BTM,"Sandwich, Fast Food",50,Delivery
Dadi's Dum Biryani,Yes,Yes,4.1,2726,BTM,"Biryani, North Indian, Mughlai",400,Delivery
Ghee Biryanis,Yes,No,3.4,137,BTM,"Biryani, North Indian",250,Delivery
Alankrutha,Yes,No,3.9,260,BTM,"Andhra, Biryani, North Indian, Chinese",250,Delivery
Asha Tiffins,Yes,No,4.3,283,HSR,South Indian,75,Delivery
Samosa Singh,Yes,No,4,326,HSR,"Street Food, Fast Food, Rolls, Desserts",100,Delivery
Ovenstory Pizza,Yes,No,4.1,192,Koramangala 8th Block,Pizza,375,Delivery
The Shawarma Shop,Yes,No,4.1,382,BTM,Arabian,125,Delivery
The Belgian Waffle Co.,Yes,No,4.1,130,HSR,"Desserts, Beverages",175,Delivery
Kabab Magic,Yes,No,3.8,884,BTM,"North Indian, Kebab, Fast Food",250,Delivery
Sri Vishnu Park,Yes,No,3.8,99,BTM,"South Indian, North Indian, Chinese",175,Delivery
Tandoori Paradise,Yes,No,3.6,8,BTM,"North Indian, Chinese",300,Delivery
Aasife & Brothers Biriyani Centre,Yes,No,3.9,124,HSR,"Biryani, North Indian, South Indian, Chinese",300,Delivery
McDonald's,Yes,No,3.8,510,HSR,"Burger, Fast Food",250,Delivery
Thalassery Restaurant,Yes,No,3.7,382,Koramangala 5th Block,"Kerala, Biryani, South Indian, North Indian, Chinese, Seafood, Juices",300,Delivery
Night Biryani,Yes,No,3.2,21,BTM,"Biryani, North Indian",300,Delivery
Chaatimes,Yes,No,3.4,47,BTM,"Street Food, Fast Food",100,Delivery
Indian Chicken Biryani Point,Yes,No,3.3,9,Richmond Road,"Biryani, South Indian",150,Delivery
Potful,Yes,No,4.1,1128,Domlur,"Biryani, Kebab, Rolls, Mughlai",325,Delivery
Village Donne Biryani,Yes,No,3.3,49,Koramangala 5th Block,Biryani,150,Delivery
Krishna Sagar,Yes,No,3.9,52,BTM,"South Indian, North Indian, Chinese",150,Delivery
Fresh Kitchen,Yes,No,3.3,23,Bannerghatta Road,"North Indian, Chinese",300,Delivery
Sri Udupi Park,Yes,No,4,65,HSR,"South Indian, North Indian, Chinese, Beverages",150,Delivery
